user_text,predicted_label,edit_count
DBatura,Geography.Regions.Asia.Asia*,6
DELAGARDY,Culture.Literature,6
DELAGARDY,Geography.Regions.Asia.North_Asia,6
DENAMAX,Culture.Media.Films,6
DERDAKI ILIAS,STEM.STEM*,6
DIEXEL,Culture.Philosophy_and_religion,6
DJGrandfather,STEM.STEM*,6
DKjellby,Geography.Regions.Americas.North_America,6
DKjellby,Geography.Regions.Asia.West_Asia,6
DaComputer,Geography.Regions.Asia.East_Asia,6
Dabi,Culture.Visual_arts.Comics_and_Anime,6
Daddamusic,Culture.Philosophy_and_religion,6
Daka,Geography.Regions.Americas.South_America,6
Dancrpu,Culture.Visual_arts.Visual_arts*,6
Dandelo,Culture.Media.Media*,6
DannyJ.Caes,Geography.Regions.Americas.South_America,6
Dante100012,STEM.STEM*,6
Danyele,Geography.Regions.Africa.Africa*,6
Dap78,Culture.Biography.Biography*,6
Darkhan Karakulov,Culture.Biography.Biography*,6
Darknighty,Culture.Philosophy_and_religion,6
Dart210,Geography.Regions.Asia.North_Asia,6
Darth Stabro,Geography.Regions.Europe.Europe*,6
Dash9Z,History_and_Society.Military_and_warfare,6
Dateientlinkerbot,Culture.Philosophy_and_religion,6
Dateientlinkerbot,History_and_Society.Transportation,6
Datolo12,Culture.Sports,6
David Ll L,Culture.Sports,6
Davidgutierrezalvarez,Culture.Philosophy_and_religion,6
Davipar,Geography.Regions.Americas.South_America,6
Davius,Culture.Linguistics,6
Davizz,Geography.Regions.Europe.Europe*,6
Davizz,Geography.Regions.Europe.Western_Europe,6
Davs77,Culture.Media.Television,6
Davs77,Geography.Regions.Europe.Europe*,6
Davy1509,Culture.Media.Media*,6
Dawcio930,STEM.Engineering,6
Dawid08,Culture.Media.Media*,6
Dawid08,Culture.Media.Television,6
DawnyTest,Geography.Regions.Europe.Northern_Europe,6
DayakSibiriak,Geography.Regions.Asia.Asia*,6
De Geo,Culture.Biography.Biography*,6
De Geo,Geography.Regions.Europe.Eastern_Europe,6
De Geo,Geography.Regions.Europe.Western_Europe,6
De Jaren,Geography.Regions.Europe.Europe*,6
DealingWithSatan,Culture.Media.Media*,6
Deamonpen,History_and_Society.Military_and_warfare,6
Dedda71,Culture.Philosophy_and_religion,6
Deerhunter,STEM.STEM*,6
Dega180,Culture.Biography.Biography*,6
Dega180,Culture.Media.Media*,6
Dega180,Geography.Regions.Americas.Central_America,6
Dega180,History_and_Society.Politics_and_government,6
Deirdre,Geography.Regions.Americas.South_America,6
Delta25267,Geography.Regions.Americas.North_America,6
Delta25267,Geography.Regions.Europe.Northern_Europe,6
Deltahead,Geography.Regions.Asia.North_Asia,6
Deltaspace42,History_and_Society.Society,6
Demetrius Talpa,Culture.Biography.Biography*,6
Demetrius Talpa,Culture.Media.Media*,6
Den Hieperboree,Culture.Biography.Biography*,6
DenBkh,Culture.Biography.Biography*,6
DenSportgladeSkåningen,Geography.Regions.Europe.Europe*,6
DendiBosssss,Geography.Regions.Asia.East_Asia,6
DendiBosssss,Geography.Regions.Europe.Europe*,6
Denis Barthel,Culture.Linguistics,6
Denis Barthel,Geography.Regions.Africa.Africa*,6
Dennis Radaelli,Culture.Literature,6
Der blaue Reiter kehrt zurück,Culture.Media.Films,6
Der gut zu tanzen weiß,Culture.Biography.Biography*,6
Der rausch,Culture.Media.Media*,6
Der vo Dahoam,Geography.Regions.Europe.Europe*,6
DerHexer,Culture.Media.Media*,6
DerHexer,Geography.Regions.Europe.Western_Europe,6
DerMaxdorfer,Geography.Regions.Asia.Asia*,6
DerMaxdorfer,Geography.Regions.Asia.West_Asia,6
Derim Hunt,Geography.Regions.Europe.Europe*,6
Derkoenig,Geography.Regions.Europe.Northern_Europe,6
Derkoenig,STEM.Biology,6
DerwahreStinkstiefel,Geography.Regions.Americas.North_America,6
Despechi.ro,Geography.Regions.Europe.Europe*,6
Deva1995,Geography.Regions.Americas.North_America,6
DiTro,Culture.Media.Television,6
Diamond briton,Culture.Media.Media*,6
DiasMG,STEM.STEM*,6
Dick Tracy,Culture.Sports,6
Diego B91,Culture.Biography.Biography*,6
Dieringer63,History_and_Society.History,6
Dieter Devue,Culture.Sports,6
Dievo,Culture.Philosophy_and_religion,6
Diffidens,Culture.Biography.Biography*,6
DigitalIceAge,Culture.Media.Music,6
Digonoff,UNKNOWN,6
Digorov,Geography.Regions.Asia.Asia*,6
DimiDimi,Geography.Regions.Europe.Europe*,6
Diopuld,Culture.Food_and_drink,6
Diopuld,History_and_Society.Transportation,6
Dioskorides,Culture.Sports,6
Dipralb,Culture.Media.Films,6
Dirk Annemans,Geography.Regions.Europe.Western_Europe,6
Dirk Lenke,History_and_Society.Transportation,6
Dirkfrei,Culture.Biography.Biography*,6
Disembodied Soul,Geography.Regions.Americas.South_America,6
Dispe,Culture.Media.Films,6
Divinations,Culture.Internet_culture,6
Divinations,History_and_Society.Politics_and_government,6
Dizenter,Geography.Regions.Americas.South_America,6
DjangoKolt,Geography.Regions.Europe.Eastern_Europe,6
Djsgmnd,Geography.Regions.Asia.Southeast_Asia,6
Dk0704,Culture.Sports,6
Dmicha,History_and_Society.Politics_and_government,6
Dmitry Azikov,Geography.Regions.Europe.Europe*,6
Dn9ahx,Geography.Regions.Europe.Europe*,6
Doc.tor.19.93,Culture.Philosophy_and_religion,6
Docmo,Geography.Regions.Europe.Southern_Europe,6
Docmo,Geography.Regions.Europe.Western_Europe,6
Dominikcapuan,Culture.Sports,6
Don Johnson III,Geography.Regions.Africa.Africa*,6
Don Stroud,Geography.Regions.Asia.Asia*,6
Don-kun,Culture.Biography.Biography*,6
Don-kun,Culture.Visual_arts.Visual_arts*,6
Don-kun,Geography.Regions.Asia.Asia*,6
DonCalo,History_and_Society.Politics_and_government,6
Donpollo00,Geography.Regions.Africa.Africa*,6
Donpollo00,Geography.Regions.Americas.Central_America,6
Donpollo00,History_and_Society.Military_and_warfare,6
Dor-Cuarthol,Culture.Biography.Biography*,6
Dorieo,Culture.Media.Music,6
Dr-Taher,Culture.Media.Films,6
Dr. Henry Armitage,Culture.Biography.Biography*,6
Dr. Manuel,Geography.Regions.Asia.West_Asia,6
Dr. Thomas Liptak,STEM.STEM*,6
DrJos,Culture.Media.Music,6
Draceane,Culture.Philosophy_and_religion,6
Dragonlord73,Geography.Regions.Europe.Southern_Europe,6
Drahreg01,Culture.Media.Media*,6
Dreamerpedia,Culture.Media.Video_games,6
Dreamerpedia,Geography.Regions.Europe.Northern_Europe,6
Dreizung,Geography.Regions.Europe.Southern_Europe,6
Drevnegrek,Culture.Media.Music,6
Drucker03,Culture.Sports,6
Druiz002,Culture.Sports,6
Drzewianin,Geography.Regions.Europe.Europe*,6
Dsprshn,Geography.Regions.Asia.North_Asia,6
Dubbe928,STEM.STEM*,6
Dulceridentem,Geography.Regions.Europe.Southern_Europe,6
Dummkopfen,Geography.Regions.Europe.Western_Europe,6
Duntsov,Geography.Regions.Europe.Europe*,6
Dutcman,Geography.Regions.Europe.Western_Europe,6
Dutcman,History_and_Society.Politics_and_government,6
Dutcman,STEM.STEM*,6
DynaMoToR,Culture.Sports,6
D’Azur,Geography.Regions.Americas.North_America,6
E-Soter,Culture.Media.Films,6
E-Soter,Geography.Regions.Europe.Southern_Europe,6
E235JREMU,Geography.Regions.Asia.East_Asia,6
EEIM,Culture.Philosophy_and_religion,6
ELTISAFE,Culture.Philosophy_and_religion,6
EUPBR,Culture.Sports,6
EUPBR,Geography.Regions.Asia.South_Asia,6
EUPBR,Geography.Regions.Europe.Northern_Europe,6
Early Swallows,Geography.Regions.Europe.Eastern_Europe,6
Earwig,STEM.Biology,6
Ebbelwoi,Culture.Internet_culture,6
Echando una mano,History_and_Society.History,6
Echando una mano,STEM.STEM*,6
Eddy 97,Culture.Media.Media*,6
Eddy Wardian,Culture.Literature,6
Eddy Wardian,Culture.Visual_arts.Comics_and_Anime,6
Eddymitsu,Culture.Biography.Biography*,6
Editor universal,Culture.Media.Media*,6
Editor1722,Culture.Media.Media*,6
Edslov,Culture.Biography.Biography*,6
Edu López,Culture.Sports,6
Eduardo oviedo000,Culture.Media.Media*,6
Eduardosalg,STEM.Biology,6
EdulloaWiki,Geography.Regions.Americas.North_America,6
Edwardwolf23,Culture.Biography.Biography*,6
Edwardwolf23,Geography.Regions.Europe.Western_Europe,6
Egidio24,Culture.Internet_culture,6
Egimar,Culture.Biography.Biography*,6
Eifelochse,Culture.Biography.Biography*,6
Eihel,Culture.Media.Films,6
Eihel,Culture.Sports,6
Ein anonymer Wikipedianutzer,Culture.Sports,6
Ein anonymer Wikipedianutzer,Geography.Regions.Europe.Europe*,6
Einsenkungsmarke,Geography.Regions.Asia.West_Asia,6
Ejaywy,Culture.Biography.Biography*,6
Ekab,Geography.Regions.Europe.Northern_Europe,6
El Cazangero,Geography.Regions.Asia.West_Asia,6
El Cazangero,Geography.Regions.Europe.Western_Europe,6
El Rey Infernal,Culture.Sports,6
El corrector enmascarado,Geography.Regions.Europe.Southern_Europe,6
El país de las mujeres,History_and_Society.Society,6
ElBarcobasurero,Geography.Regions.Africa.Africa*,6
ElBarcobasurero,Geography.Regions.Europe.Southern_Europe,6
ElBarcobasurero,Geography.Regions.Europe.Western_Europe,6
ElWikipedicOo3,Geography.Regions.Americas.North_America,6
ElbHein,Culture.Biography.Biography*,6
Elbekkari Bouchra,Geography.Regions.Asia.West_Asia,6
Elempresario123,Geography.Regions.Europe.Southern_Europe,6
Eletro 16,Culture.Media.Entertainment,6
Eletro 16,Culture.Media.Music,6
Eletro 16,History_and_Society.Military_and_warfare,6
Elfhelm,Geography.Regions.Europe.Northern_Europe,6
ElijahNW,Culture.Biography.Biography*,6
ElisaLópezZarzuela,Geography.Regions.Europe.Europe*,6
EliseeReclus,Geography.Regions.Europe.Europe*,6
Elsayed Taha,Culture.Sports,6
Elsayed Taha,Geography.Regions.Asia.Asia*,6
Elturcopersa,Geography.Regions.Asia.Asia*,6
Elwood,Culture.Media.Video_games,6
Elwood,Geography.Regions.Asia.East_Asia,6
Elwood,Geography.Regions.Europe.Eastern_Europe,6
Elías,Culture.Sports,6
Elías,Geography.Regions.Americas.North_America,6
Emanuele spelta,Culture.Sports,6
Emepol,Culture.Media.Media*,6
Emergency doc,Geography.Regions.Europe.Western_Europe,6
Emilio2005,Culture.Literature,6
Emilio2005,Geography.Regions.Americas.North_America,6
Emme17,Culture.Philosophy_and_religion,6
Emmridet,Culture.Media.Music,6
Emmridet,Geography.Regions.Europe.Eastern_Europe,6
EmptyBot,Geography.Regions.Americas.North_America,6
EmptyBot,History_and_Society.Transportation,6
Emptywords,Geography.Regions.Europe.Western_Europe,6
Encyacht,Culture.Visual_arts.Comics_and_Anime,6
Engelbaet,Culture.Media.Media*,6
Engelbert Strauss Workwear,Geography.Regions.Europe.Western_Europe,6
Eniisi Lisika,Culture.Literature,6
Ennimate,Culture.Media.Music,6
Enredados,Culture.Media.Films,6
Enredados,Geography.Regions.Europe.Europe*,6
Entbert,Geography.Regions.Europe.Western_Europe,6
Ented,Culture.Media.Music,6
Ented,STEM.STEM*,6
Equoreo,Geography.Regions.Europe.Europe*,6
Ericburg72,Culture.Biography.Biography*,6
Erik Wannee,STEM.Medicine_&_Health,6
ErikvanB,Geography.Regions.Africa.Southern_Africa,6
ErikvanB,Geography.Regions.Oceania,6
Eriosw,Geography.Regions.Europe.Eastern_Europe,6
Erlingvoje,Culture.Biography.Biography*,6
Erlingvoje,Culture.Media.Media*,6
Erokhin,Culture.Media.Music,6
Erremm,History_and_Society.Business_and_economics,6
Erwin Köster,Culture.Media.Media*,6
EscfanBE,Geography.Regions.Europe.Western_Europe,6
Espilas,Culture.Biography.Biography*,6
Espopovich,Culture.Visual_arts.Visual_arts*,6
Essin,Geography.Regions.Europe.Southern_Europe,6
Established 1620,STEM.STEM*,6
Esteban RC,Culture.Media.Television,6
Esteban RC,Culture.Sports,6
Estrellato,Geography.Regions.Europe.Eastern_Europe,6
Estrellato,Geography.Regions.Europe.Europe*,6
Estrellato,Geography.Regions.Europe.Western_Europe,6
Ethn23,Culture.Media.Media*,6
Ethn23,Culture.Sports,6
Etienne (Li),Geography.Regions.Europe.Southern_Europe,6
Etmot,Culture.Media.Music,6
Etup45,Culture.Media.Music,6
Eugene M,Geography.Regions.Europe.Europe*,6
Eugenekro,STEM.Earth_and_environment,6
Eumolpo,Geography.Regions.Americas.South_America,6
Eurohunter,Geography.Regions.Asia.West_Asia,6
Evert100,History_and_Society.Business_and_economics,6
Evertadvies,Culture.Biography.Biography*,6
Evrey9,Geography.Regions.Europe.Europe*,6
Ewgeniy Bokser,Geography.Regions.Asia.North_Asia,6
Excellence,Culture.Sports,6
Excellence,History_and_Society.Military_and_warfare,6
Excolis,Culture.Media.Media*,6
Exmak,Culture.Philosophy_and_religion,6
ExoBitex,Geography.Regions.Americas.South_America,6
EyeBot,Culture.Media.Entertainment,6
EyeBot,STEM.Mathematics,6
F. Peter Müller,Culture.Media.Media*,6
F15 Khaled Al Harbi,Geography.Regions.Europe.Western_Europe,6
F3000P,Culture.Media.Television,6
F8bit.,Culture.Media.Books,6
FAR,Culture.Biography.Biography*,6
FF244,Culture.Media.Films,6
FMPG15,Culture.Media.Entertainment,6
FMSky,STEM.Biology,6
FR-54z,Culture.Media.Media*,6
FR-54z,Geography.Regions.Americas.South_America,6
Fabian.aichwald,Geography.Regions.Americas.North_America,6
Fabio Daziano,Culture.Philosophy_and_religion,6
Fabio Daziano,Geography.Regions.Europe.Europe*,6
Fabiolx26,Culture.Media.Media*,6
Fabrictii,Culture.Biography.Biography*,6
Fabrizioscabio,Geography.Regions.Europe.Europe*,6
Facquis,History_and_Society.Military_and_warfare,6
Fahner,Geography.Regions.Europe.Western_Europe,6
Fajar025,Culture.Philosophy_and_religion,6
Faktengebunden,STEM.STEM*,6
FalconKight,Geography.Regions.Oceania,6
Falkmart,STEM.STEM*,6
Fan-vom-Wiki,Culture.Media.Films,6
Fan-vom-Wiki,Geography.Regions.Europe.Southern_Europe,6
FantaZЁR,Geography.Regions.Europe.Europe*,6
Fantaglobe11,Culture.Biography.Biography*,6
FantastickPavel,Geography.Regions.Asia.North_Asia,6
FantastickPavel,Geography.Regions.Europe.Europe*,6
Fantu3,Culture.Philosophy_and_religion,6
Farary,STEM.STEM*,6
Fayor1,Culture.Media.Media*,6
Fede280495,Culture.Sports,6
FedenkoHerman,Culture.Biography.Biography*,6
Federhalter,History_and_Society.Military_and_warfare,6
Feedback Baby,Culture.Media.Music,6
Felino Volador,History_and_Society.Politics_and_government,6
Felix König,Geography.Regions.Asia.West_Asia,6
Felix König,Geography.Regions.Europe.Western_Europe,6
Felix1886,Geography.Regions.Europe.Eastern_Europe,6
Felixmendez98,Culture.Biography.Biography*,6
Fernando Jesús Fontes,Culture.Media.Video_games,6
Fertejol,Geography.Regions.Americas.Central_America,6
Fertejol,Geography.Regions.Asia.West_Asia,6
Fffffush,Culture.Biography.Biography*,6
Fice,Culture.Media.Media*,6
Fidia 82,Culture.Philosophy_and_religion,6
Fifat,Geography.Regions.Europe.Europe*,6
Figure19,Culture.Biography.Biography*,6
Filefon9110,STEM.STEM*,6
Filmwijker,Geography.Regions.Europe.Europe*,6
FingonFindekáno,History_and_Society.Military_and_warfare,6
Finian,Culture.Media.Music,6
Finian,Geography.Regions.Africa.Africa*,6
Finian,Geography.Regions.Asia.West_Asia,6
Finiksizpepla,STEM.Engineering,6
Finstergeist,Culture.Internet_culture,6
Finstergeist,Geography.Regions.Europe.Europe*,6
Fiorimondo,Culture.Sports,6
"Fiver, der Hellseher",STEM.STEM*,6
Fizzywater90,Geography.Regions.Americas.North_America,6
FlamencoReturns,Geography.Regions.Asia.Asia*,6
Flaoota,Culture.Biography.Biography*,6
Flazaza,Culture.Literature,6
Fleur-de-farine,Culture.Sports,6
Fleur-de-farine,Geography.Regions.Europe.Western_Europe,6
Fleur-de-farine,History_and_Society.History,6
Fleur-de-farine,History_and_Society.Military_and_warfare,6
Florian S. Müller,Geography.Regions.Europe.Europe*,6
Florian100100,Geography.Regions.Europe.Western_Europe,6
Floris DC,Culture.Media.Media*,6
Florstein,History_and_Society.Transportation,6
FlowerAM,Culture.Media.Music,6
Floydpig,Geography.Regions.Europe.Europe*,6
Flucco,Geography.Regions.Africa.Africa*,6
Fluffbot,Geography.Regions.Asia.West_Asia,6
Flügel-Flitzer,Culture.Media.Media*,6
Fogelstrom,Geography.Regions.Europe.Europe*,6
Fomixs,Culture.Media.Media*,6
Fonn Jacopo,Culture.Biography.Biography*,6
Fonn Jacopo,Culture.Media.Media*,6
FootballsComingHome,Geography.Regions.Asia.West_Asia,6
Foreignyakin,History_and_Society.Transportation,6
Forest-Daizy Li,Culture.Media.Media*,6
Fortfut,Culture.Biography.Biography*,6
Fortnite10,Culture.Sports,6
Forza NYCFC !!,Culture.Sports,6
FosforitoFernandez2001,Culture.Food_and_drink,6
Fotis A.,Culture.Biography.Biography*,6
FrDr,Culture.Biography.Biography*,6
FrDr,Geography.Regions.Asia.Asia*,6
Fra Casa,Culture.Biography.Biography*,6
Fra Casa,Geography.Regions.Europe.Eastern_Europe,6
Framy03,Geography.Regions.Europe.Southern_Europe,6
Fran micheli,Culture.Media.Music,6
France3c0,Geography.Regions.Asia.West_Asia,6
France3c0,STEM.STEM*,6
FrancescoDeChiara,History_and_Society.Business_and_economics,6
FrancisMortain,Geography.Regions.Europe.Europe*,6
Franco Brignone,Geography.Regions.Americas.South_America,6
Frank C. Müller,Geography.Regions.Europe.Western_Europe,6
Frank Lloyd Wright 2,Geography.Regions.Asia.East_Asia,6
Frank Lloyd Wright 2,History_and_Society.Business_and_economics,6
Frank Schulenburg,Culture.Biography.Biography*,6
Frank Sonnenkind,History_and_Society.History,6
Frank63,Geography.Regions.Europe.Europe*,6
FrankZ68,Geography.Regions.Europe.Europe*,6
Frankdebruin,Culture.Biography.Biography*,6
Frankee 67,History_and_Society.Transportation,6
Franz van Lanzee,Culture.Philosophy_and_religion,6
Franz van Lanzee,Geography.Regions.Americas.South_America,6
Franz van Lanzee,History_and_Society.Transportation,6
Français anonyme,Culture.Media.Films,6
François64,Culture.Media.Media*,6
Frd13311,History_and_Society.Military_and_warfare,6
FredDude45,Culture.Philosophy_and_religion,6
Freddyballo,Culture.Media.Media*,6
Fredvd,Geography.Regions.Europe.Europe*,6
Freigut,Geography.Regions.Americas.North_America,6
Freigut,Geography.Regions.Americas.South_America,6
French Thutmose III,Geography.Regions.Europe.Western_Europe,6
FrescoBot,STEM.Engineering,6
Fresh Blood,Geography.Regions.Europe.Southern_Europe,6
Fridolin freudenfett,Geography.Regions.Europe.Europe*,6
Friniate,Geography.Regions.Africa.Africa*,6
Frodlekis,Culture.Linguistics,6
Frodlekis,Geography.Regions.Europe.Europe*,6
Frodo Maximus,STEM.STEM*,6
Frosadoa,History_and_Society.Politics_and_government,6
FrostedMarksman,Culture.Biography.Biography*,6
Frozen Hippopotamus,Geography.Regions.Europe.Western_Europe,6
Fruchtzwerg94,Culture.Media.Media*,6
Fruchtzwerg94,Culture.Sports,6
Fruflea,Culture.Biography.Biography*,6
Fruflea,Culture.Media.Video_games,6
Frupa,Culture.Biography.Biography*,6
Fugitive from New York,History_and_Society.Society,6
FuocoLiquido,Culture.Media.Music,6
Fuxx,Culture.Internet_culture,6
Fährtenleser,Culture.Media.Media*,6
GAndy,Culture.Internet_culture,6
GAndy,Culture.Literature,6
GAndy,Geography.Regions.Asia.West_Asia,6
GAndy,Geography.Regions.Europe.Northern_Europe,6
GAndy,History_and_Society.Politics_and_government,6
GAndy,STEM.Biology,6
GBG,Culture.Sports,6
GOLDshoeHORSElen2684,STEM.STEM*,6
GT1976,Culture.Media.Films,6
Gab.stein,Culture.Biography.Biography*,6
Gabriel.yiadom19,Culture.Biography.Biography*,6
Gabriele Sigismondi,Geography.Regions.Europe.Europe*,6
Gac,Culture.Biography.Women,6
Gac,Geography.Geographical,6
Gac,History_and_Society.Transportation,6
Gaga89,Culture.Media.Media*,6
Gaijin,Culture.Sports,6
Gajmar,Geography.Regions.Europe.Eastern_Europe,6
Gak69,Culture.Media.Television,6
Galileo01,Geography.Regions.Europe.Eastern_Europe,6
Gambo7,Geography.Regions.Europe.Eastern_Europe,6
Gambo7,History_and_Society.History,6
Gambsley,Geography.Regions.Europe.Europe*,6
Gamemaster66,Culture.Sports,6
Garak,Culture.Biography.Biography*,6
Garak,Culture.Sports,6
Garak,STEM.STEM*,6
GastRomagna,Culture.Food_and_drink,6
Gatobardo,Geography.Regions.Europe.Southern_Europe,6
Gaty3000,Culture.Sports,6
Gebu,Culture.Biography.Biography*,6
Geerlings' robot,Culture.Media.Media*,6
Geerlings' robot,Culture.Sports,6
Geertvdcr,Geography.Regions.Africa.Africa*,6
Gejotape,Culture.Sports,6
Gelber kaktus,Geography.Regions.Europe.Western_Europe,6
Gelbes Tempo,Geography.Regions.Asia.West_Asia,6
Gelli63,Geography.Regions.Europe.Europe*,6
Gener,STEM.STEM*,6
GeneralADR,Culture.Biography.Biography*,6
Geohis,Geography.Regions.Europe.Eastern_Europe,6
Geoide,Culture.Sports,6
Geom,Geography.Regions.Europe.Eastern_Europe,6
Georg Hügler,Culture.Media.Television,6
Georg Hügler,Geography.Regions.Europe.Eastern_Europe,6
Georgold 2,Geography.Regions.Asia.North_Asia,6
Gepard123,Geography.Regions.Asia.East_Asia,6
Gepard123,History_and_Society.History,6
Gepard123,History_and_Society.Transportation,6
Gerd Wiechmann,Geography.Regions.Europe.Western_Europe,6
