user_text,Geography.Geographical,Geography.Regions.Africa.Africa*,Geography.Regions.Africa.Central_Africa,Geography.Regions.Africa.Eastern_Africa,Geography.Regions.Africa.Northern_Africa,Geography.Regions.Africa.Southern_Africa,Geography.Regions.Africa.Western_Africa,Geography.Regions.Americas.Central_America,Geography.Regions.Americas.North_America,Geography.Regions.Americas.South_America,Geography.Regions.Asia.Asia*,Geography.Regions.Asia.Central_Asia,Geography.Regions.Asia.East_Asia,Geography.Regions.Asia.North_Asia,Geography.Regions.Asia.South_Asia,Geography.Regions.Asia.Southeast_Asia,Geography.Regions.Asia.West_Asia,Geography.Regions.Europe.Eastern_Europe,Geography.Regions.Europe.Europe*,Geography.Regions.Europe.Northern_Europe,Geography.Regions.Europe.Southern_Europe,Geography.Regions.Europe.Western_Europe,Geography.Regions.Oceania,total,top_label
Glypho45,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,14,0,2,0,6,0,26,Geography.Regions.Europe.Eastern_Europe
Schraubenbürschchen,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,1,0,9,1,26,Geography.Regions.Europe.Western_Europe
Denniss,0,4,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,2,0,0,10,0,26,Geography.Regions.Europe.Western_Europe
Smalltown Boy,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,2,4,1,0,26,Geography.Regions.Europe.Europe*
GregorHelms,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,1,26,Geography.Regions.Europe.Western_Europe
McBayne,1,2,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,2,6,1,1,7,0,26,Geography.Regions.Europe.Western_Europe
Gugganij,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,14,0,1,0,0,26,Geography.Regions.Europe.Europe*
UNTERMVIERENBERGE-2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,5,0,0,15,0,26,Geography.Regions.Europe.Western_Europe
HerrZog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,26,Geography.Regions.Europe.Europe*
Kallewirsch,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,10,0,0,9,0,26,Geography.Regions.Europe.Europe*
Der X an alle Rahm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,20,0,26,Geography.Regions.Europe.Western_Europe
DimiDimi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,19,0,26,Geography.Regions.Europe.Western_Europe
Mad420,0,2,0,0,0,0,0,1,2,0,1,0,2,1,0,0,2,0,3,0,1,11,0,26,Geography.Regions.Europe.Western_Europe
Kallerna,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,9,0,6,2,1,26,Geography.Regions.Europe.Europe*
Nagae Iku,0,0,0,0,0,0,0,0,3,0,4,0,2,0,0,0,1,0,5,0,0,11,0,26,Geography.Regions.Europe.Western_Europe
Bakir123,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,0,1,2,0,26,Geography.Regions.Europe.Europe*
Geoffroi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,20,0,0,0,0,26,Geography.Regions.Europe.Europe*
Amherst99,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,6,8,5,0,0,26,Geography.Regions.Europe.Northern_Europe
BilboBeggins,0,0,0,0,0,0,0,0,2,0,6,0,1,8,1,0,0,6,1,0,0,1,0,26,Geography.Regions.Asia.North_Asia
Футболло,1,0,0,0,0,0,0,0,2,0,10,0,0,10,0,0,0,2,1,0,0,0,0,26,Geography.Regions.Asia.Asia*
Solidest,2,0,0,0,0,0,0,0,2,0,2,0,0,6,0,0,1,2,9,0,1,1,0,26,Geography.Regions.Europe.Europe*
ADifferentMan,0,1,0,0,0,0,0,1,2,2,3,0,3,0,2,0,0,1,4,2,1,2,2,26,Geography.Regions.Europe.Europe*
Wolverène,0,1,0,0,1,0,0,1,0,0,5,0,0,10,0,0,0,3,5,0,0,0,0,26,Geography.Regions.Asia.North_Asia
FMPG15,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,2,0,0,0,1,0,26,Geography.Regions.Americas.South_America
RaiymbekZh,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,0,0,0,3,0,0,0,0,26,Geography.Regions.Asia.Asia*
Claudiaschiffer7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,Geography.Regions.Europe.Southern_Europe
Illya Kolbeek,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,23,0,26,Geography.Regions.Europe.Western_Europe
Cahtls,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,1,3,8,0,26,Geography.Regions.Europe.Europe*
Alfredo1976,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,0,0,0,26,Geography.Regions.Europe.Europe*
X.ac-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,5,0,26,Geography.Regions.Europe.Eastern_Europe
Kurono,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,2,14,0,0,0,0,26,Geography.Regions.Europe.Europe*
TheNk22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,22,0,26,Geography.Regions.Europe.Western_Europe
91.172.101.116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,2,16,0,26,Geography.Regions.Europe.Western_Europe
Uruk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,12,5,0,0,0,26,Geography.Regions.Europe.Europe*
Urdangaray,1,0,0,0,0,0,0,0,0,3,2,0,4,0,1,1,3,0,3,0,6,2,0,26,Geography.Regions.Europe.Southern_Europe
Davenport9312,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Geography.Regions.Americas.North_America
Ottolovesu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,10,0,0,26,Geography.Regions.Europe.Europe*
2.138.101.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,2,26,Geography.Regions.Europe.Southern_Europe
McChonki,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,17,0,0,26,Geography.Regions.Europe.Southern_Europe
Smile4ever,0,1,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,2,4,0,2,9,0,26,Geography.Regions.Europe.Western_Europe
2A00:F41:18BA:69FF:BD44:3E9F:30EA:B418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,0,0,0,0,26,Geography.Regions.Europe.Eastern_Europe
Caulfield,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,9,0,5,0,5,26,Geography.Regions.Europe.Europe*
Teseo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,0,0,26,Geography.Regions.Europe.Southern_Europe
151.74.76.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,26,Geography.Regions.Europe.Europe*
2001:B07:646B:3C3D:98C1:ABA0:21D:6D61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,5,0,0,26,Geography.Regions.Asia.South_Asia
Cavedagna,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,12,2,6,1,0,26,Geography.Regions.Europe.Europe*
Mirco2324,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,20,0,0,26,Geography.Regions.Europe.Southern_Europe
Cadiprati,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,6,2,8,0,0,26,Geography.Regions.Europe.Southern_Europe
Scalvo98,1,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,3,1,6,0,7,1,0,26,Geography.Regions.Europe.Southern_Europe
~2025-42396-78,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,Geography.Regions.Americas.North_America
X3SNW8,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,16,0,4,0,0,26,Geography.Regions.Europe.Europe*
~2025-42615-35,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,Geography.Regions.Americas.North_America
Cccar,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,17,0,26,Geography.Regions.Europe.Western_Europe
KvaraWolves88,1,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,2,5,10,0,26,Geography.Regions.Europe.Western_Europe
Muumi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,Geography.Regions.Europe.Western_Europe
"Groetjes, Peter",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,3,0,18,0,26,Geography.Regions.Europe.Western_Europe
Choinowski,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,16,0,26,Geography.Regions.Europe.Western_Europe
Kenraiz,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,9,8,0,1,1,1,26,Geography.Regions.Europe.Eastern_Europe
Bolek1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,26,Geography.Regions.Europe.Eastern_Europe
Kynikos,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,10,5,1,2,1,0,26,Geography.Regions.Europe.Eastern_Europe
Q3kamil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,Geography.Regions.Europe.Eastern_Europe
BCD2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,Geography.Regions.Europe.Eastern_Europe
Pacha Tchernof,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,4,3,1,0,0,0,26,Geography.Regions.Asia.North_Asia
AlexPin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,Geography.Regions.Europe.Europe*
Oksmel 70,1,1,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,6,4,0,0,1,0,26,Geography.Regions.Europe.Eastern_Europe
Nitobus,4,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,1,0,0,0,0,0,26,Geography.Regions.Asia.North_Asia
Пэйнчик,0,0,0,0,0,0,0,0,4,1,12,0,1,0,0,5,2,0,0,0,0,1,0,26,Geography.Regions.Asia.Asia*
Tatewaki,3,0,0,0,0,0,0,0,1,1,6,0,1,6,0,0,1,1,5,1,0,0,0,26,Geography.Regions.Asia.Asia*
Укроп2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,Geography.Regions.Europe.Eastern_Europe
GrönBokstav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,10,0,0,0,26,Geography.Regions.Europe.Eastern_Europe
FredrikT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,26,Geography.Regions.Europe.Northern_Europe
Oo30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,26,Geography.Regions.Europe.Southern_Europe
Adil2015adil,0,2,0,0,3,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,25,Geography.Regions.Asia.Asia*
مروان الفهمي,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,0,25,Geography.Regions.Asia.West_Asia
Elbekkari Bouchra,0,13,0,0,3,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,1,0,25,Geography.Regions.Africa.Africa*
Agiri mohammad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,25,Geography.Regions.Asia.West_Asia
Bareah Alqahtani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,Geography.Regions.Asia.West_Asia
Copyflow,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,3,13,0,25,Geography.Regions.Europe.Western_Europe
Karl Gruber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,2,0,25,Geography.Regions.Europe.Europe*
Hlambert63,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,9,0,0,10,0,25,Geography.Regions.Europe.Western_Europe
Rkendlbacher,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22,0,0,1,0,25,Geography.Regions.Europe.Europe*
Johnny T,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,8,0,25,Geography.Regions.Americas.North_America
ArthurMcGill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,25,Geography.Regions.Europe.Western_Europe
Sokonbud,0,1,0,0,1,0,0,0,2,0,3,0,0,1,0,0,0,1,4,0,0,12,0,25,Geography.Regions.Europe.Western_Europe
Mike Krüger,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,1,1,2,0,1,13,0,25,Geography.Regions.Europe.Western_Europe
Frank C. Müller,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,3,1,7,0,2,6,0,25,Geography.Regions.Europe.Europe*
Xaver Querkel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,25,Geography.Regions.Europe.Western_Europe
Sitacu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,14,0,25,Geography.Regions.Europe.Western_Europe
DePiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,2,0,25,Geography.Regions.Europe.Europe*
Julius1990,0,1,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,5,0,0,12,0,25,Geography.Regions.Europe.Western_Europe
Palastwache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,25,Geography.Regions.Europe.Europe*
Ryzen7000,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,11,0,25,Geography.Regions.Americas.North_America
Le chercheur de la réalité,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,Geography.Regions.Europe.Europe*
TobiasSchminke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Geography.Regions.Europe.Western_Europe
Dale Arnett,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,Geography.Regions.Americas.North_America
Kontributor 2K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,1,3,0,25,Geography.Regions.Europe.Europe*
Dorian88A,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,18,0,0,25,Geography.Regions.Europe.Southern_Europe
Mr. D. E. Mophon,0,0,0,0,0,0,0,0,3,1,0,0,3,5,0,1,0,0,3,4,0,5,0,25,Geography.Regions.Asia.North_Asia
MarcusTraianus,0,2,0,0,0,0,0,0,2,0,14,0,1,1,0,0,0,0,5,0,0,0,0,25,Geography.Regions.Asia.Asia*
Buuzbashi,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,3,0,0,0,0,0,25,Geography.Regions.Asia.North_Asia
ProtoplasmaKid,0,1,0,0,0,0,0,2,14,5,0,0,0,0,0,0,0,0,0,0,1,2,0,25,Geography.Regions.Americas.North_America
Baal Nautes,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,14,0,2,0,0,25,Geography.Regions.Europe.Europe*
E-Soter,0,0,0,0,0,0,0,0,14,1,1,0,0,2,0,0,1,0,0,0,6,0,0,25,Geography.Regions.Americas.North_America
2800:484:3872:A200:CDBA:8089:7136:2C80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,Geography.Regions.Europe.Europe*
PeterLemenkov,0,0,0,0,0,0,0,1,1,0,3,0,0,7,0,0,0,2,10,0,1,0,0,25,Geography.Regions.Europe.Europe*
Shakko,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,7,5,0,1,0,0,25,Geography.Regions.Asia.Asia*
Pipesfe,0,1,0,0,0,0,0,2,1,12,0,0,2,0,0,0,1,0,6,0,0,0,0,25,Geography.Regions.Americas.South_America
Espopovich,0,5,0,0,0,0,0,1,2,2,3,0,1,0,0,0,3,0,3,1,4,0,0,25,Geography.Regions.Africa.Africa*
Aguzado,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,2,0,0,2,0,25,Geography.Regions.Americas.South_America
Sahaquiel9102,0,0,0,0,0,0,0,2,0,14,1,0,0,0,0,0,3,0,1,1,1,2,0,25,Geography.Regions.Americas.South_America
Baprow,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,15,0,25,Geography.Regions.Europe.Western_Europe
Karinper,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Geography.Regions.Americas.South_America
Diamond315,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Geography.Regions.Americas.South_America
CRAW309,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Geography.Regions.Americas.North_America
Hampcky,0,1,0,0,0,0,0,1,4,5,1,0,1,0,0,0,2,0,1,0,5,4,0,25,Geography.Regions.Americas.South_America
CalicoR,0,0,0,0,0,0,0,0,4,10,0,1,3,1,0,0,0,0,1,0,1,3,1,25,Geography.Regions.Americas.South_America
79.158.34.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,Geography.Regions.Europe.Southern_Europe
Vespabot,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,0,8,7,0,25,Geography.Regions.Europe.Southern_Europe
M&A,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,9,0,11,0,0,25,Geography.Regions.Europe.Southern_Europe
Murray Nozick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,21,0,0,25,Geography.Regions.Europe.Southern_Europe
Smi953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Geography.Regions.Europe.Western_Europe
Gouwenaar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,17,0,25,Geography.Regions.Europe.Western_Europe
Melvinvk,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,19,0,25,Geography.Regions.Europe.Western_Europe
213.25.166.33,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,9,1,0,3,0,25,Geography.Regions.Europe.Europe*
80.53.197.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,25,Geography.Regions.Europe.Eastern_Europe
Quri.inka,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1,2,0,0,0,25,Geography.Regions.Europe.Eastern_Europe
BasileusAutokratorPL,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,15,4,1,0,0,1,25,Geography.Regions.Europe.Eastern_Europe
WiktorfromPoland2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,9,0,1,0,0,25,Geography.Regions.Europe.Eastern_Europe
Hedger z Castleton,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,9,2,1,3,0,0,25,Geography.Regions.Europe.Eastern_Europe
Sławobóg,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,8,0,0,0,0,25,Geography.Regions.Americas.North_America
Felix Montana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,1,0,0,0,0,25,Geography.Regions.Europe.Eastern_Europe
Kmorozov,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,3,3,0,0,0,0,25,Geography.Regions.Asia.West_Asia
Artur Random,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,3,4,1,0,1,0,25,Geography.Regions.Asia.North_Asia
Stilmark,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,25,Geography.Regions.Europe.Europe*
Мистер Х,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Geography.Regions.Americas.North_America
Ilya Mauter,0,0,0,0,0,0,0,0,2,1,7,0,0,3,0,0,1,11,0,0,0,0,0,25,Geography.Regions.Europe.Eastern_Europe
AHA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,16,0,1,3,25,Geography.Regions.Europe.Northern_Europe
~2025-27081-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,25,Geography.Regions.Europe.Northern_Europe
~2025-26942-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,25,Geography.Regions.Europe.Northern_Europe
Liad1456,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,2,0,0,1,24,Geography.Regions.Asia.West_Asia
Nadhem2,0,1,0,0,2,0,0,0,1,0,10,0,0,2,0,0,7,0,1,0,0,0,0,24,Geography.Regions.Asia.Asia*
PRDM 9,0,4,0,0,1,0,0,0,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,24,Geography.Regions.Americas.South_America
Matti&Keti,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,13,0,24,Geography.Regions.Europe.Western_Europe
Sean.fltr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,16,0,24,Geography.Regions.Europe.Western_Europe
Docmo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,6,1,24,Geography.Regions.Europe.Europe*
WikiHelper232,0,1,0,0,9,0,0,0,1,1,0,0,0,0,0,0,8,0,2,0,0,2,0,24,Geography.Regions.Africa.Northern_Africa
R.Tm01,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,3,0,24,Geography.Regions.Asia.Asia*
Ein anonymer Wikipedianutzer,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,6,0,0,13,0,24,Geography.Regions.Europe.Western_Europe
Wissenwirtschafter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,2,0,24,Geography.Regions.Europe.Europe*
Pakeha,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,6,0,0,6,0,24,Geography.Regions.Europe.Europe*
Lectorium,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,9,0,24,Geography.Regions.Americas.North_America
Tolanor,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,16,0,1,2,0,24,Geography.Regions.Europe.Europe*
Zinnmann,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,4,5,0,8,0,24,Geography.Regions.Europe.Western_Europe
Fice,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,2,11,0,24,Geography.Regions.Europe.Western_Europe
Adtonko,0,2,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,7,0,0,8,0,24,Geography.Regions.Europe.Western_Europe
DomenikaBo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,Geography.Regions.Europe.Western_Europe
Hüttentom,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,1,8,0,0,0,0,24,Geography.Regions.Americas.North_America
Falk2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,17,0,24,Geography.Regions.Europe.Western_Europe
Niels Nielsen,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,13,0,0,8,0,24,Geography.Regions.Europe.Europe*
Eduevokrit,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,12,0,24,Geography.Regions.Europe.Western_Europe
Ktiv,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,2,1,0,0,0,0,24,Geography.Regions.Asia.West_Asia
Arthur Bidulski,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,6,0,1,7,0,24,Geography.Regions.Europe.Western_Europe
Merlin1960,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,1,1,0,0,0,0,4,0,24,Geography.Regions.Asia.Asia*
Musassi320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,3,0,24,Geography.Regions.Europe.Europe*
Fabian.aichwald,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,16,0,24,Geography.Regions.Europe.Western_Europe
Bildersindtoll,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,17,0,24,Geography.Regions.Europe.Western_Europe
Usernamekiran,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,13,2,0,0,0,2,0,24,Geography.Regions.Asia.West_Asia
Riktetta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,24,Geography.Regions.Asia.West_Asia
Editor1722,0,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,11,5,0,0,0,0,24,Geography.Regions.Europe.Eastern_Europe
Axel1382004,1,1,0,0,2,0,0,0,4,0,7,0,0,0,2,0,5,0,0,0,2,0,0,24,Geography.Regions.Asia.Asia*
Sleepynightjar,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,21,0,0,0,0,0,24,Geography.Regions.Europe.Eastern_Europe
LechitaPL,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,15,3,0,0,0,0,24,Geography.Regions.Europe.Eastern_Europe
217.21.219.166,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,1,5,0,0,9,0,24,Geography.Regions.Europe.Western_Europe
Sobreira,0,2,0,0,1,0,0,0,3,6,3,0,0,0,0,0,0,0,3,0,6,0,0,24,Geography.Regions.Americas.South_America
Alienautic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,Geography.Regions.Europe.Southern_Europe
Maxox25,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,24,Geography.Regions.Americas.South_America
Wouter1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,24,Geography.Regions.Europe.Western_Europe
Terlines,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1,15,0,0,0,0,24,Geography.Regions.Europe.Europe*
Pibwl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,12,0,0,1,0,24,Geography.Regions.Europe.Europe*
Gab.stein,0,0,0,0,0,0,0,0,7,2,0,0,1,1,0,0,0,0,5,1,0,7,0,24,Geography.Regions.Americas.North_America
Alves.2025,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Geography.Regions.Americas.South_America
Aleposta,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,1,0,2,0,0,0,0,24,Geography.Regions.Americas.South_America
LMPST,0,1,0,0,0,0,0,4,2,4,0,0,0,0,0,0,1,1,4,1,6,0,0,24,Geography.Regions.Europe.Southern_Europe
